Year,Month,State,District,City,Facility_Category,Facility_Type,Facility_Name,Medicine_Name,Opening_Stock,Received,Consumption,Expired,Wasted,Lost,Closing_Stock,Nearing_Expiry,Reorder_Level
2024,October,Gujarat,Kochi,Mysore,State,Health Center,Max Healthcare,Bactroban,1896,313,294,75,69,42,1729,24,457
2024,November,Gujarat,Nagpur,Bangalore,PPP,Hospital,Max Healthcare,Bactroban,1102,191,291,13,90,14,885,16,300
2024,December,Gujarat,Bangalore,Bangalore,State,Clinic,Max Healthcare,Bactroban,1234,90,292,54,85,51,842,38,338
2024,January,Gujarat,Bangalore,Mumbai,PPP,Clinic,Max Healthcare,Polysporin,599,178,478,49,78,39,133,46,405
2024,February,Karnataka,Ahmedabad,Ahmedabad,Central,Hospital,Max Healthcare,Polysporin,796,461,156,58,88,52,903,14,361
2024,March,Kerala,Chennai,Mumbai,PPP,Health Center,Max Healthcare,Polysporin,1259,111,424,66,25,18,837,44,185
2024,April,Maharashtra,Kochi,Mumbai,PPP,Hospital,Max Healthcare,Polysporin,1518,409,445,35,24,88,1335,11,220
2024,May,Karnataka,Nagpur,Nagpur,Central,Clinic,Max Healthcare,Polysporin,234,332,275,32,54,10,195,24,253
2024,June,Maharashtra,Ahmedabad,Mumbai,PPP,Health Center,Max Healthcare,Polysporin,975,214,97,22,49,41,980,31,483
2024,July,Karnataka,Pune,Mumbai,State,Clinic,Max Healthcare,Polysporin,881,275,337,25,41,39,714,6,369
2024,August,Kerala,Nagpur,Ahmedabad,State,Hospital,Max Healthcare,Polysporin,1626,419,419,33,98,11,1484,26,422
2024,September,Kerala,Bangalore,Bangalore,Central,Hospital,Max Healthcare,Polysporin,358,283,309,99,64,43,126,10,228
2024,October,Karnataka,Mysore,Pune,State,Lab,Max Healthcare,Polysporin,1340,433,152,46,24,95,1456,20,280
2024,November,Karnataka,Nagpur,Bangalore,Central,Clinic,Max Healthcare,Polysporin,581,435,240,80,62,79,555,7,160
2024,December,Karnataka,Kochi,Nagpur,PPP,Lab,Max Healthcare,Polysporin,1357,280,495,93,85,57,0,19,465
2024,January,Gujarat,Kochi,Kochi,Central,Lab,Max Healthcare,Bacitracin,1711,307,115,48,45,32,1778,37,166
2024,February,Tamil Nadu,Chennai,Pune,PPP,Hospital,Max Healthcare,Bacitracin,1216,78,283,47,31,94,839,13,439
2024,March,Kerala,Ahmedabad,Bangalore,State,Health Center,Max Healthcare,Bacitracin,226,332,309,32,60,63,94,44,266
2024,April,Karnataka,Mysore,Ahmedabad,State,Hospital,Max Healthcare,Bacitracin,1994,462,157,90,86,64,2059,5,437
2024,May,Kerala,Nagpur,Nagpur,State,Hospital,Max Healthcare,Bacitracin,943,108,74,81,84,64,748,28,233
2024,June,Kerala,Kochi,Mysore,PPP,Hospital,Max Healthcare,Bacitracin,1311,331,442,85,71,15,1029,31,491
2024,July,Gujarat,Ahmedabad,Ahmedabad,State,Clinic,Max Healthcare,Bacitracin,171,351,372,93,20,35,2,32,366
2024,August,Maharashtra,Chennai,Mumbai,Central,Health Center,Max Healthcare,Bacitracin,1535,417,179,64,23,87,1599,47,457
2024,September,Tamil Nadu,Chennai,Mumbai,PPP,Hospital,Max Healthcare,Bacitracin,1323,389,328,78,88,58,1160,34,498
2024,October,Tamil Nadu,Ahmedabad,Mysore,State,Clinic,Max Healthcare,Bacitracin,1132,164,464,75,99,39,619,33,351
2024,November,Karnataka,Kochi,Mysore,PPP,Hospital,Max Healthcare,Bacitracin,431,435,399,74,90,56,247,43,232
2024,December,Maharashtra,Ahmedabad,Mysore,PPP,Lab,Max Healthcare,Bacitracin,936,65,128,86,95,95,597,7,301
2024,January,Karnataka,Bangalore,Ahmedabad,Central,Clinic,Max Healthcare,Mupirocin,1674,347,237,74,62,31,1617,12,299
2024,February,Gujarat,Nagpur,Kochi,State,Hospital,Max Healthcare,Mupirocin,566,65,304,94,54,43,136,5,343
2024,March,Maharashtra,Ahmedabad,Bangalore,State,Clinic,Max Healthcare,Mupirocin,1153,329,279,97,37,94,975,38,357
2024,April,Gujarat,Bangalore,Mumbai,PPP,Clinic,Max Healthcare,Mupirocin,1376,493,140,27,30,83,1589,17,411
2024,May,Tamil Nadu,Chennai,Bangalore,Central,Hospital,Max Healthcare,Mupirocin,648,409,267,77,58,27,628,49,360
2024,June,Kerala,Kochi,Kochi,PPP,Clinic,Max Healthcare,Mupirocin,1526,384,433,83,44,44,1306,8,287
2024,July,Karnataka,Nagpur,Mumbai,State,Clinic,Max Healthcare,Mupirocin,1588,245,312,96,55,87,1283,37,165
2024,August,Karnataka,Mysore,Chennai,Central,Lab,Max Healthcare,Mupirocin,924,294,84,67,74,12,981,42,235
2024,September,Maharashtra,Mysore,Mysore,State,Lab,Max Healthcare,Mupirocin,1987,85,432,32,47,18,1543,42,205
2024,October,Tamil Nadu,Ahmedabad,Chennai,Central,Clinic,Max Healthcare,Mupirocin,401,54,200,63,28,51,113,42,211
2024,November,Maharashtra,Ahmedabad,Mumbai,PPP,Health Center,Max Healthcare,Mupirocin,318,167,93,39,89,50,214,38,434
2024,December,Tamil Nadu,Kochi,Ahmedabad,PPP,Health Center,Max Healthcare,Mupirocin,956,146,430,82,83,11,0,5,462
2024,January,Maharashtra,Kochi,Ahmedabad,PPP,Hospital,Max Healthcare,Clindamycin,1755,302,299,96,78,37,1547,26,383
2024,February,Tamil Nadu,Bangalore,Mumbai,Central,Clinic,Max Healthcare,Clindamycin,676,190,215,29,41,83,498,44,203
2024,March,Tamil Nadu,Chennai,Kochi,Central,Clinic,Max Healthcare,Clindamycin,1311,347,498,19,66,60,1015,19,495
2024,April,Kerala,Mumbai,Mysore,Central,Clinic,Max Healthcare,Clindamycin,1037,54,475,67,99,53,0,13,157
2024,May,Maharashtra,Chennai,Mumbai,State,Clinic,Max Healthcare,Clindamycin,768,155,411,78,67,86,281,13,247
2024,June,Karnataka,Bangalore,Chennai,State,Hospital,Max Healthcare,Clindamycin,1847,403,370,21,51,35,1773,31,466
2024,July,Gujarat,Bangalore,Pune,State,Hospital,Max Healthcare,Clindamycin,1765,382,468,23,60,98,1498,14,154
2024,August,Karnataka,Chennai,Kochi,Central,Lab,Max Healthcare,Clindamycin,125,404,209,60,55,65,140,48,410
2024,September,Kerala,Mysore,Pune,Central,Hospital,Max Healthcare,Clindamycin,1927,208,313,16,17,63,1726,8,198
2024,October,Tamil Nadu,Mumbai,Kochi,State,Health Center,Max Healthcare,Clindamycin,1680,281,319,12,94,19,1517,41,153
2024,November,Tamil Nadu,Bangalore,Ahmedabad,Central,Health Center,Max Healthcare,Clindamycin,740,276,496,96,15,65,344,30,293
2024,December,Tamil Nadu,Kochi,Pune,Central,Lab,Max Healthcare,Clindamycin,519,213,272,20,39,82,319,42,199
2024,January,Tamil Nadu,Chennai,Ahmedabad,Central,Clinic,Max Healthcare,Fucidin,1085,333,365,75,98,76,804,35,187
2024,February,Kerala,Pune,Kochi,PPP,Health Center,Max Healthcare,Fucidin,1043,398,358,72,97,49,865,45,241
2024,March,Maharashtra,Chennai,Mysore,Central,Hospital,Max Healthcare,Fucidin,495,139,323,15,18,21,257,24,363
2024,April,Maharashtra,Mysore,Mumbai,Central,Hospital,Max Healthcare,Fucidin,368,498,84,66,22,25,669,35,201
2024,May,Kerala,Mysore,Kochi,PPP,Lab,Max Healthcare,Fucidin,1318,192,172,49,68,77,1144,6,440
2024,June,Tamil Nadu,Chennai,Ahmedabad,PPP,Lab,Max Healthcare,Fucidin,971,132,142,46,83,29,803,22,483
2024,July,Kerala,Kochi,Pune,Central,Lab,Max Healthcare,Fucidin,412,308,473,26,27,73,121,11,346
2024,August,Kerala,Nagpur,Pune,PPP,Hospital,Max Healthcare,Fucidin,1639,446,266,12,74,16,1717,23,380
2024,September,Kerala,Nagpur,Bangalore,State,Clinic,Max Healthcare,Fucidin,1554,489,59,38,84,43,1819,13,282
2024,October,Tamil Nadu,Nagpur,Mysore,PPP,Health Center,Max Healthcare,Fucidin,1988,139,89,79,14,18,1927,41,458
2024,November,Gujarat,Kochi,Bangalore,Central,Clinic,Max Healthcare,Fucidin,1539,451,221,86,60,25,1598,38,409
2024,December,Maharashtra,Ahmedabad,Chennai,Central,Health Center,Max Healthcare,Fucidin,1920,169,425,43,43,52,1526,35,151
2024,January,Tamil Nadu,Nagpur,Mumbai,State,Clinic,Max Healthcare,Chlorhexidine,1187,185,479,74,38,59,0,39,447
2024,February,Tamil Nadu,Nagpur,Chennai,State,Hospital,Max Healthcare,Chlorhexidine,1106,120,450,71,33,59,613,47,250
2024,March,Tamil Nadu,Mysore,Ahmedabad,Central,Hospital,Max Healthcare,Chlorhexidine,1031,127,414,32,76,22,614,24,476
2024,April,Gujarat,Kochi,Bangalore,State,Health Center,Max Healthcare,Chlorhexidine,1805,380,371,18,28,57,1711,37,157
2024,May,Kerala,Kochi,Kochi,Central,Health Center,Max Healthcare,Chlorhexidine,1873,267,262,57,28,74,1719,26,384
2024,June,Karnataka,Nagpur,Mumbai,State,Lab,Max Healthcare,Chlorhexidine,1641,352,75,96,57,76,1689,23,330
2024,July,Gujarat,Mumbai,Mumbai,PPP,Lab,Max Healthcare,Chlorhexidine,1164,481,104,44,37,27,1433,43,175
2024,August,Maharashtra,Bangalore,Kochi,Central,Lab,Max Healthcare,Chlorhexidine,688,347,371,38,49,42,535,9,234
2024,September,Tamil Nadu,Mysore,Mysore,PPP,Hospital,Max Healthcare,Chlorhexidine,573,331,273,23,39,61,508,24,485
2024,October,Gujarat,Nagpur,Mysore,Central,Health Center,Max Healthcare,Chlorhexidine,1153,442,393,64,59,21,1058,6,229
2024,November,Kerala,Ahmedabad,Pune,PPP,Health Center,Max Healthcare,Chlorhexidine,1303,278,204,76,74,60,1167,47,240
2024,December,Karnataka,Mysore,Mysore,PPP,Hospital,Max Healthcare,Chlorhexidine,1737,323,472,12,33,89,1454,31,174
2024,January,Gujarat,Kochi,Kochi,Central,Hospital,Max Healthcare,Octenisept,1687,406,313,84,76,18,1602,45,344
2024,February,Tamil Nadu,Bangalore,Mumbai,PPP,Lab,Max Healthcare,Octenisept,1297,275,442,67,79,67,917,28,337
2024,March,Maharashtra,Mysore,Ahmedabad,State,Hospital,Max Healthcare,Octenisept,1498,100,194,66,50,73,1215,5,381
2024,April,Gujarat,Mysore,Mumbai,PPP,Lab,Max Healthcare,Octenisept,1145,240,201,65,53,58,1008,49,322
2024,May,Gujarat,Ahmedabad,Mumbai,PPP,Hospital,Max Healthcare,Octenisept,1364,491,253,26,94,23,1459,38,351
2024,June,Maharashtra,Pune,Mumbai,State,Lab,Max Healthcare,Octenisept,319,298,203,17,81,56,260,21,208
2024,July,Karnataka,Bangalore,Mumbai,Central,Hospital,Max Healthcare,Octenisept,836,171,499,73,76,18,341,22,285
2024,August,Kerala,Nagpur,Kochi,Central,Clinic,Max Healthcare,Octenisept,347,334,387,91,28,82,93,29,298
2024,September,Karnataka,Nagpur,Pune,State,Hospital,Max Healthcare,Octenisept,1392,398,179,82,82,25,1422,46,355
2024,October,Maharashtra,Chennai,Chennai,State,Lab,Max Healthcare,Octenisept,1419,339,115,18,51,33,1541,22,289
2024,November,Gujarat,Bangalore,Chennai,State,Health Center,Max Healthcare,Octenisept,325,131,236,57,43,26,94,35,201
2024,December,Gujarat,Kochi,Kochi,PPP,Hospital,Max Healthcare,Octenisept,1129,146,107,63,89,91,925,5,186
2024,January,Gujarat,Kochi,Chennai,State,Health Center,Max Healthcare,Povidone-Iodine,1812,109,330,10,11,95,1475,28,318
2024,February,Gujarat,Nagpur,Pune,PPP,Health Center,Max Healthcare,Povidone-Iodine,1447,470,141,22,55,45,1654,27,219
2024,March,Kerala,Bangalore,Ahmedabad,PPP,Health Center,Max Healthcare,Povidone-Iodine,1314,52,179,82,70,60,975,40,393
2024,April,Kerala,Kochi,Kochi,PPP,Clinic,Max Healthcare,Povidone-Iodine,1293,489,227,35,34,55,1431,15,399
2024,May,Gujarat,Nagpur,Kochi,State,Hospital,Max Healthcare,Povidone-Iodine,1494,145,318,59,23,42,1197,36,392
2024,June,Maharashtra,Kochi,Mumbai,PPP,Clinic,Max Healthcare,Povidone-Iodine,1095,471,57,91,46,16,1356,10,342
2024,July,Karnataka,Nagpur,Chennai,State,Clinic,Max Healthcare,Povidone-Iodine,662,54,251,69,65,25,306,34,307
2024,August,Tamil Nadu,Pune,Bangalore,PPP,Health Center,Max Healthcare,Povidone-Iodine,1663,263,63,18,30,59,1756,36,427
2024,September,Karnataka,Chennai,Chennai,Central,Hospital,Max Healthcare,Povidone-Iodine,1229,289,257,69,38,85,0,25,417
2024,October,Maharashtra,Ahmedabad,Bangalore,PPP,Lab,Max Healthcare,Povidone-Iodine,1462,155,428,95,39,36,1019,37,206
2024,November,Karnataka,Mumbai,Pune,Central,Health Center,Max Healthcare,Povidone-Iodine,1421,484,164,51,39,16,1635,35,285
2024,December,Gujarat,Mysore,Pune,PPP,Clinic,Max Healthcare,Povidone-Iodine,331,306,117,18,35,92,375,22,271
2024,January,Karnataka,Mumbai,Mysore,PPP,Hospital,Max Healthcare,Iodosorb,1574,475,163,43,55,58,1730,45,325
2024,February,Gujarat,Nagpur,Bangalore,PPP,Clinic,Max Healthcare,Iodosorb,1728,186,336,42,64,59,1413,49,260
2024,March,Maharashtra,Nagpur,Pune,PPP,Hospital,Max Healthcare,Iodosorb,1991,320,242,59,94,66,1850,41,276
2024,April,Tamil Nadu,Chennai,Ahmedabad,Central,Lab,Max Healthcare,Iodosorb,533,254,175,21,18,57,516,21,237
2024,May,Karnataka,Kochi,Nagpur,State,Health Center,Max Healthcare,Iodosorb,1770,154,428,38,46,32,1380,17,346
2024,June,Tamil Nadu,Bangalore,Kochi,Central,Hospital,Max Healthcare,Iodosorb,214,283,277,12,96,76,36,22,362
2024,July,Kerala,Mysore,Mysore,PPP,Health Center,Max Healthcare,Iodosorb,1070,245,438,16,18,40,803,8,235
2024,August,Karnataka,Mumbai,Bangalore,State,Clinic,Max Healthcare,Iodosorb,1782,451,268,82,93,84,1706,47,154
2024,September,Tamil Nadu,Chennai,Chennai,PPP,Hospital,Max Healthcare,Iodosorb,267,481,116,95,38,49,450,47,192
2024,October,Maharashtra,Mumbai,Kochi,PPP,Health Center,Max Healthcare,Iodosorb,1655,371,375,49,87,79,1436,47,493
2024,November,Tamil Nadu,Mumbai,Nagpur,PPP,Clinic,Max Healthcare,Iodosorb,1646,144,95,18,23,33,1621,24,341
2024,December,Maharashtra,Pune,Chennai,State,Hospital,Max Healthcare,Iodosorb,1337,406,51,70,15,31,1576,17,324
2024,January,Tamil Nadu,Kochi,Chennai,PPP,Hospital,Max Healthcare,Silver Nitrate,1088,313,162,85,39,12,1103,26,223
2024,February,Maharashtra,Kochi,Bangalore,State,Clinic,Max Healthcare,Silver Nitrate,1163,168,223,53,86,54,915,48,191
2024,March,Kerala,Bangalore,Bangalore,State,Clinic,Max Healthcare,Silver Nitrate,1075,343,269,21,42,34,1052,15,215
2024,April,Tamil Nadu,Nagpur,Bangalore,PPP,Health Center,Max Healthcare,Silver Nitrate,1150,361,152,53,49,28,1229,20,271
2024,May,Kerala,Mumbai,Chennai,PPP,Lab,Max Healthcare,Silver Nitrate,358,496,240,28,22,84,480,45,187
2024,June,Karnataka,Kochi,Mysore,PPP,Hospital,Max Healthcare,Silver Nitrate,1202,101,300,47,10,97,849,30,442
2024,July,Kerala,Mumbai,Ahmedabad,Central,Lab,Max Healthcare,Silver Nitrate,375,333,415,79,56,67,91,35,379
2024,August,Tamil Nadu,Mumbai,Ahmedabad,Central,Health Center,Max Healthcare,Silver Nitrate,1659,477,330,85,77,16,1628,38,332
2024,September,Kerala,Mumbai,Mysore,Central,Hospital,Max Healthcare,Silver Nitrate,1939,469,126,93,51,25,2113,7,398
2024,October,Gujarat,Ahmedabad,Ahmedabad,State,Health Center,Max Healthcare,Silver Nitrate,1160,88,225,62,50,55,0,33,363
2024,November,Tamil Nadu,Mumbai,Mumbai,State,Lab,Max Healthcare,Silver Nitrate,1230,153,283,29,58,23,990,23,449
2024,December,Maharashtra,Mumbai,Bangalore,Central,Lab,Max Healthcare,Silver Nitrate,209,335,170,29,17,82,246,39,436
2024,January,Gujarat,Mumbai,Nagpur,Central,Lab,Max Healthcare,Vaseline,1456,289,402,69,25,30,1219,20,199
2024,February,Karnataka,Ahmedabad,Mumbai,Central,Clinic,Max Healthcare,Vaseline,767,261,256,55,23,98,596,20,346
2024,March,Gujarat,Kochi,Chennai,Central,Health Center,Max Healthcare,Vaseline,1915,235,148,95,75,35,1797,30,350
2024,April,Maharashtra,Kochi,Ahmedabad,Central,Lab,Max Healthcare,Vaseline,1387,184,216,92,53,47,1163,49,435
2024,May,Gujarat,Mumbai,Pune,PPP,Hospital,Max Healthcare,Vaseline,1897,296,418,81,10,28,1656,19,428
2024,June,Karnataka,Bangalore,Nagpur,PPP,Clinic,Max Healthcare,Vaseline,813,59,94,83,87,16,592,14,229
2024,July,Karnataka,Pune,Kochi,State,Health Center,Max Healthcare,Vaseline,903,493,199,37,78,81,1001,45,464
2024,August,Kerala,Chennai,Bangalore,PPP,Health Center,Max Healthcare,Vaseline,1986,343,214,48,63,26,1978,32,261
2024,September,Karnataka,Kochi,Pune,PPP,Clinic,Max Healthcare,Vaseline,892,170,377,87,56,67,475,14,254
2024,October,Maharashtra,Chennai,Pune,Central,Health Center,Max Healthcare,Vaseline,355,372,222,80,95,17,313,21,499
2024,November,Gujarat,Mysore,Mumbai,Central,Health Center,Max Healthcare,Vaseline,992,333,382,12,82,79,770,28,445
2024,December,Gujarat,Mumbai,Mysore,Central,Hospital,Max Healthcare,Vaseline,1700,423,181,99,81,77,1685,15,458
2024,January,Karnataka,Pune,Bangalore,PPP,Health Center,Max Healthcare,AquaPhor,824,77,230,15,44,17,595,17,407
2024,February,Gujarat,Ahmedabad,Pune,Central,Hospital,Max Healthcare,AquaPhor,485,418,196,73,52,41,541,30,184
2024,March,Gujarat,Chennai,Pune,PPP,Hospital,Max Healthcare,AquaPhor,1878,487,443,52,99,49,1722,15,195
2024,April,Maharashtra,Pune,Pune,Central,Lab,Max Healthcare,AquaPhor,964,58,60,62,51,58,791,19,418
2024,May,Gujarat,Mumbai,Pune,State,Clinic,Max Healthcare,AquaPhor,229,281,218,25,57,77,133,29,327
2024,June,Karnataka,Ahmedabad,Chennai,PPP,Lab,Max Healthcare,AquaPhor,1205,177,286,40,55,90,911,21,448
2024,July,Karnataka,Chennai,Mysore,PPP,Clinic,Max Healthcare,AquaPhor,1178,242,123,57,41,49,1150,17,394
2024,August,Karnataka,Mysore,Ahmedabad,PPP,Health Center,Max Healthcare,AquaPhor,847,493,52,78,71,82,1057,28,277
2024,September,Gujarat,Mumbai,Mumbai,PPP,Lab,Max Healthcare,AquaPhor,370,431,379,40,96,71,215,44,416
2024,October,Maharashtra,Pune,Bangalore,State,Health Center,Max Healthcare,AquaPhor,1640,259,92,34,99,91,1583,33,268
2024,November,Gujarat,Nagpur,Nagpur,State,Lab,Max Healthcare,AquaPhor,1943,391,142,17,67,97,2011,6,346
2024,December,Kerala,Kochi,Nagpur,PPP,Hospital,Max Healthcare,AquaPhor,1835,71,170,56,75,55,1550,28,358
2024,January,Karnataka,Kochi,Pune,Central,Hospital,Max Healthcare,Eucerin,1457,145,393,41,37,23,1108,23,290
2024,February,Gujarat,Pune,Mysore,State,Hospital,Max Healthcare,Eucerin,373,332,244,60,81,96,224,16,279
2024,March,Karnataka,Nagpur,Mysore,State,Hospital,Max Healthcare,Eucerin,114,472,371,82,84,25,24,29,382
2024,April,Gujarat,Bangalore,Nagpur,State,Hospital,Max Healthcare,Eucerin,1661,432,126,10,53,14,1890,10,271
2024,May,Gujarat,Mumbai,Nagpur,Central,Hospital,Max Healthcare,Eucerin,415,360,414,33,77,50,201,45,401
2024,June,Tamil Nadu,Nagpur,Ahmedabad,PPP,Hospital,Max Healthcare,Eucerin,1535,414,218,44,77,82,1528,18,233
2024,July,Maharashtra,Kochi,Nagpur,Central,Health Center,Max Healthcare,Eucerin,550,248,150,30,73,84,461,8,389
2024,August,Maharashtra,Nagpur,Pune,Central,Health Center,Max Healthcare,Eucerin,1248,141,272,83,88,21,0,32,204
2024,September,Karnataka,Ahmedabad,Bangalore,State,Clinic,Max Healthcare,Eucerin,1304,101,292,60,97,82,0,27,483
2024,October,Gujarat,Mumbai,Mumbai,PPP,Hospital,Max Healthcare,Eucerin,416,398,306,37,44,13,414,9,450
2024,November,Maharashtra,Pune,Nagpur,State,Hospital,Max Healthcare,Eucerin,332,360,479,33,59,81,40,11,312
2024,December,Gujarat,Pune,Mysore,Central,Clinic,Max Healthcare,Eucerin,1174,115,255,41,68,74,851,44,188
2024,January,Tamil Nadu,Nagpur,Bangalore,State,Health Center,Max Healthcare,Cetaphil,1013,165,118,56,71,86,847,27,348
2024,February,Maharashtra,Mysore,Bangalore,PPP,Health Center,Max Healthcare,Cetaphil,210,364,77,24,86,15,372,44,461
2024,March,Maharashtra,Mysore,Chennai,Central,Lab,Max Healthcare,Cetaphil,901,147,240,77,52,22,657,8,160
2024,April,Karnataka,Ahmedabad,Kochi,PPP,Hospital,Max Healthcare,Cetaphil,1520,291,378,48,67,58,1260,48,370
2024,May,Tamil Nadu,Chennai,Mysore,Central,Lab,Max Healthcare,Cetaphil,577,226,76,27,88,23,589,47,164
2024,June,Gujarat,Chennai,Pune,State,Hospital,Max Healthcare,Cetaphil,1250,264,306,72,83,92,961,23,208
2024,July,Maharashtra,Kochi,Mysore,Central,Lab,Max Healthcare,Cetaphil,376,427,335,28,73,22,345,40,362
2024,August,Kerala,Kochi,Bangalore,State,Lab,Max Healthcare,Cetaphil,1298,99,171,82,28,97,0,46,226
2024,September,Tamil Nadu,Mysore,Nagpur,State,Health Center,Max Healthcare,Cetaphil,1856,323,70,60,47,53,1949,25,422
2024,October,Gujarat,Kochi,Nagpur,State,Clinic,Max Healthcare,Cetaphil,702,335,457,35,87,23,435,15,270
2024,November,Tamil Nadu,Chennai,Bangalore,Central,Health Center,Max Healthcare,Cetaphil,831,79,220,65,73,52,0,11,325
2024,December,Gujarat,Nagpur,Chennai,Central,Hospital,Max Healthcare,Cetaphil,1670,79,478,17,88,93,0,30,315
2024,January,Gujarat,Kochi,Ahmedabad,State,Clinic,AIIMS,Amoxicillin,1000,452,74,65,24,56,1233,8,152
2024,February,Maharashtra,Mumbai,Kochi,PPP,Health Center,AIIMS,Amoxicillin,418,372,358,67,93,39,233,15,197
2024,March,Kerala,Mysore,Ahmedabad,Central,Clinic,AIIMS,Amoxicillin,1528,494,171,47,47,84,1673,30,385
2024,April,Karnataka,Kochi,Ahmedabad,PPP,Lab,AIIMS,Amoxicillin,560,75,380,58,51,91,55,10,178
2024,May,Kerala,Mumbai,Ahmedabad,Central,Hospital,AIIMS,Amoxicillin,1656,90,393,51,27,89,1186,48,295
2024,June,Maharashtra,Ahmedabad,Nagpur,PPP,Lab,AIIMS,Amoxicillin,1331,279,233,41,23,63,1250,31,154
2024,July,Tamil Nadu,Chennai,Bangalore,State,Clinic,AIIMS,Amoxicillin,313,102,86,37,27,94,171,20,165
2024,August,Gujarat,Nagpur,Chennai,PPP,Lab,AIIMS,Amoxicillin,1316,57,391,33,15,83,851,26,336
2024,September,Maharashtra,Pune,Chennai,Central,Health Center,AIIMS,Amoxicillin,322,339,319,87,71,18,166,33,412
2024,October,Maharashtra,Mumbai,Bangalore,State,Health Center,AIIMS,Amoxicillin,1047,99,152,93,97,61,743,37,460
2024,November,Kerala,Nagpur,Pune,PPP,Clinic,AIIMS,Amoxicillin,1305,79,384,15,75,25,885,26,251
2024,December,Kerala,Bangalore,Chennai,PPP,Lab,AIIMS,Amoxicillin,1293,382,428,22,28,93,1104,31,436
2024,January,Kerala,Mysore,Ahmedabad,State,Hospital,AIIMS,Azithromycin,308,131,166,55,86,49,83,14,250
2024,February,Tamil Nadu,Mysore,Bangalore,State,Clinic,AIIMS,Azithromycin,409,212,55,72,55,13,426,16,373
2024,March,Karnataka,Mysore,Nagpur,State,Hospital,AIIMS,Azithromycin,1793,104,61,44,44,79,1669,34,291
2024,April,Tamil Nadu,Nagpur,Mysore,PPP,Hospital,AIIMS,Azithromycin,1068,272,398,83,70,35,754,46,345
2024,May,Kerala,Pune,Mysore,State,Clinic,AIIMS,Azithromycin,1244,413,230,30,31,27,1339,17,423
2024,June,Tamil Nadu,Chennai,Mysore,PPP,Health Center,AIIMS,Azithromycin,414,425,301,26,87,30,395,37,461
2024,July,Kerala,Mumbai,Bangalore,State,Clinic,AIIMS,Azithromycin,590,334,447,73,37,94,273,17,490
2024,August,Karnataka,Pune,Chennai,PPP,Clinic,AIIMS,Azithromycin,1806,333,374,44,85,51,1585,37,436
2024,September,Karnataka,Nagpur,Mysore,PPP,Health Center,AIIMS,Azithromycin,977,63,199,25,29,71,716,24,233
2024,October,Kerala,Bangalore,Ahmedabad,Central,Clinic,AIIMS,Azithromycin,1397,429,97,58,20,32,1619,40,402
2024,November,Tamil Nadu,Chennai,Nagpur,Central,Hospital,AIIMS,Azithromycin,1036,366,387,76,14,86,839,30,441
2024,December,Gujarat,Bangalore,Mysore,Central,Health Center,AIIMS,Azithromycin,1473,402,324,87,36,68,1360,20,255
2024,January,Gujarat,Nagpur,Ahmedabad,PPP,Lab,AIIMS,Ciprofloxacin,357,355,223,81,14,18,376,5,182
2024,February,Tamil Nadu,Mumbai,Mysore,PPP,Health Center,AIIMS,Ciprofloxacin,1606,375,355,63,21,94,1448,42,268
2024,March,Karnataka,Chennai,Kochi,PPP,Lab,AIIMS,Ciprofloxacin,363,374,493,22,59,51,112,48,264
2024,April,Karnataka,Ahmedabad,Ahmedabad,Central,Lab,AIIMS,Ciprofloxacin,655,322,222,10,24,47,674,42,179
2024,May,Tamil Nadu,Pune,Bangalore,Central,Health Center,AIIMS,Ciprofloxacin,667,356,468,72,57,49,377,34,282
2024,June,Maharashtra,Chennai,Mumbai,State,Lab,AIIMS,Ciprofloxacin,441,181,314,17,80,30,181,43,344
2024,July,Karnataka,Chennai,Kochi,PPP,Health Center,AIIMS,Ciprofloxacin,407,495,474,53,75,77,223,8,151
2024,August,Tamil Nadu,Nagpur,Chennai,PPP,Lab,AIIMS,Ciprofloxacin,975,348,232,87,13,59,932,9,240
2024,September,Maharashtra,Ahmedabad,Mysore,PPP,Clinic,AIIMS,Ciprofloxacin,1514,220,411,28,67,43,1185,46,207
2024,October,Kerala,Bangalore,Chennai,Central,Hospital,AIIMS,Ciprofloxacin,1326,340,393,29,43,26,1175,15,347
2024,November,Tamil Nadu,Mumbai,Chennai,PPP,Clinic,AIIMS,Ciprofloxacin,183,271,170,37,90,10,147,29,368
2024,December,Maharashtra,Mumbai,Kochi,State,Hospital,AIIMS,Ciprofloxacin,1900,390,395,63,67,40,1725,21,241
2024,January,Maharashtra,Pune,Ahmedabad,Central,Lab,AIIMS,Doxycycline,1614,50,457,10,12,82,1103,22,199
2024,February,Gujarat,Mysore,Mysore,PPP,Clinic,AIIMS,Doxycycline,189,155,99,32,21,70,122,46,342
2024,March,Tamil Nadu,Bangalore,Bangalore,PPP,Health Center,AIIMS,Doxycycline,1495,53,296,98,13,62,1079,30,260
2024,April,Karnataka,Chennai,Bangalore,Central,Lab,AIIMS,Doxycycline,757,277,272,39,14,89,620,23,476
2024,May,Kerala,Pune,Chennai,Central,Clinic,AIIMS,Doxycycline,1176,338,466,45,33,34,936,28,193
2024,June,Kerala,Mysore,Mumbai,PPP,Hospital,AIIMS,Doxycycline,1150,487,184,76,77,27,1273,29,451
2024,July,Kerala,Pune,Mysore,Central,Hospital,AIIMS,Doxycycline,757,368,270,37,58,10,750,26,321
